P00352,O60356
Q9UM73,Q13418
P61956,Q9H6T3
P31947,Q96PE2
P12814,P61981
Q96KV7,Q7L5D6
Q6P996,Q9Y5Y3
O00212,P51648
O43663,P56192
P08238,P09651
Q3LI76,A5D8V6
Q969P0,Q9Y5Y6
O00308,O94761
Q9NV56,P53355
Q15843,Q8TB52
P19404,Q9ULX5
P60228,O94761
Q99717,Q8IY95
Q9C0C2,Q14142
P45984,Q15811
O60346,O43313
P61086,Q96GF1
Q12873,Q9NR30
Q16643,Q8WUM0
Q9UII4,Q5T3I0
Q15155,P07711
P23769,Q9H0E3
O94992,P14618
O00560,P02792
Q8N6G5,Q9BS91
Q8N5H7,Q9NZ45
Q9H3D4,Q92925
P46087,P51523
Q13435,O95758
Q9NRZ9,Q8WVE6
P15498,Q01814
Q14592,P59923
O96028,P02671
O75390,Q9Y276
Q13177,Q9BUB5
P22413,Q15165
P61604,Q92688
P11166,Q96L92
P15153,Q8NBN3
O15075,P30307
P61956,P46063
P05023,O95433
O75152,Q12926
P25963,Q00610
P78362,Q9Y520
Q9UJV3,Q9HAC8
Q9HAK2,P30740
Q13547,Q9UPW6
Q86VM9,P42696
P49366,P52744
Q96GM5,P17813
Q6P2Q9,Q02543
Q96AQ6,Q2VPK5
P06576,Q9NVH0
P63165,P25205
O00410,Q9C0C7
O15118,P62341
P11279,Q9Y5Y0
Q01995,P01037
O00303,P13693
Q9BYD1,Q9NZB2
Q96CV9,Q13702
Q96QR8,Q9ULW3
Q9Y4B4,Q5T752
Q7Z7G2,P11277
P46531,P82970
Q96HA1,Q14442
Q16254,Q99608
O75925,Q92837
Q96GN5,Q16384
Q9BVK8,P51636
P68366,Q9NVU0
Q9Y6A9,O60779
Q14032,Q9UHC1
Q9H967,O43491
Q93008,Q16526
Q9H501,Q9NY61
Q15311,B2RPK0
P49336,Q9BTA9
Q9H2J7,Q9NR77
P47804,Q13228
P62258,Q09161
P53350,Q9UPY3
Q4G0J3,Q96RS0
P10809,O75052
P14923,Q96S59
P62341,P34972
Q02556,P14316
P46108,Q9H7D0
P14618,Q9BYT3
Q9Y5K5,P48556
Q8N752,Q2M2I3
P29034,P26447
P31749,Q86UP2
P22304,Q8IZ69
Q3ZCM7,P57075
P08670,O95619
O00429,P62888
P31321,Q5T5Y3
Q6NT76,Q8TAU3
Q9UKA1,Q9Y4X5
P07949,Q9Y371
Q9BYP7,Q9Y3S1
O95994,P55317
Q93063,Q7Z7M9
Q8N137,Q14241
Q9BYC9,P46199
Q9UJC3,Q9Y6B7
Q12906,O75683
P49841,Q9UHR4
Q9Y277,P05166
Q13188,Q5JWF2
Q9BXW9,Q9NVP1
O60563,P49756
Q9NYJ8,Q9GZU7
Q9Y680,P33316
Q9Y2I6,P13010
P29353,Q9BVJ7
Q9NYB9,Q13049
P49184,O94898
Q9NZC7,Q58FF8
P04629,O95433
Q15910,Q8TAQ2
Q9Y4A5,A6NNY8
P20336,Q8TBN0
P22736,Q9BQG0
Q9HDC5,Q9UNA1
Q5JST6,Q8IWZ5
Q02543,P62888
Q9NY26,O60361
Q9H2J7,P49257
Q8IV16,Q8IXK2
O95166,O75934
Q9ULY5,Q08AF3
P27824,Q9UIQ6
O14786,Q13112
Q9Y265,Q9GZN1
Q14393,Q96GX1
P62508,Q96S82
Q9ULW3,Q6P158
Q9UHD2,Q9Y2E6
O94811,Q9UKL6
P46782,Q9ULW3
P36873,Q9H410
Q92963,Q53G59
P55072,Q8IY92
P02746,Q7Z4R8
P11177,P19105
Q96HY6,Q8IYD1
P61247,Q93074
Q96CV9,P51970
Q13573,P27482
Q96ER3,Q68EA5
O15523,Q96QK1
P48681,P05997
P55265,Q8WVM7
P09429,P36578
Q99608,Q96HC4
O00303,P60228
O75558,Q96MY7
P35914,Q05932
Q92614,P62263
P84098,Q8TB96
Q13263,P33240
O43765,Q9BXJ0
P05412,Q96EY7
O00178,P51159
Q92731,Q8N9M1
O75369,O95198
Q9UNN5,Q7Z2W4
Q9Y4X5,Q9H3F6
Q96A08,Q8WV44
P01111,P35612
Q13618,Q86YC2
A8MVW5,Q9BV94
Q12879,P05496
Q99459,Q8N1B4
Q9C0D5,Q96KK5
P46100,Q9UER7
Q96ST3,P40426
Q9Y3E5,O75208
Q07869,P07108
P09622,O76094
P42695,P22695
Q00765,Q9NUQ7
P16581,O76024
Q9BSJ5,O43615
O95149,P45378
Q5VUJ6,Q96HP0
Q96BT7,P50991
P54652,O60566
Q16778,Q71DI3
P27694,P52952
Q06203,P10155
Q8N5R6,Q7Z2X4
Q86UL3,Q96AG4
P54252,O14925
P13804,O75880
Q08945,Q13825
Q9Y5Q3,Q8TBF4
Q16690,Q92572
Q99496,Q86V81
P10144,P09874
Q5MJ10,Q02447
P40937,Q9NXL9
Q9NPL8,Q96JF0
Q9Y4C1,Q13630
P61964,Q04637
P42356,Q15517
O43865,Q9UG63
Q7Z3Y8,Q9H6X5
Q92731,Q8IZL8
Q8NHQ8,P31146
P84095,P06756
O95817,P13693
Q9UHF3,Q96RL7
P05067,P53779
P02545,Q5SSJ5
P38646,O94761
Q96RK0,Q9BRP1
P54578,P06493
P11686,Q9NXH8
P30153,Q6IBW4
P08962,Q68D91
P24666,Q9H0I9
O94761,Q58FF6
P48651,P05089
Q8N0Y2,Q8WYQ3
P46734,Q9Y6R4
Q86UW9,P14652
P09651,Q9UBS8
P11586,O94761
P55786,Q8IYN2
P49736,O43255
P40763,P42684
P12004,P15170
Q96KC8,Q6EBC2
Q9NVI1,Q9BV47
Q8TBK6,Q15542
Q9Y337,Q86VQ6
Q13330,Q9H334
P48729,P62913
P46379,Q06481
P45880,P00403
Q00987,P35579
Q13489,Q53H12
Q9HBD1,Q8IYB3
P27635,Q9NX20
P63165,Q92731
Q9H1K1,A6NFY7
Q04323,Q9UNZ2
P63104,Q04912
P04792,A0AVI4
P27824,P01100
Q13243,Q9H9J2
Q9NQY0,Q9NRD0
P02458,P08514
Q9H0D6,Q6ZRI8
Q92847,Q9UBU3
Q969U6,Q712K3
P35579,Q70IA6
Q96QB1,Q8NHU6
P00540,P15172
P82675,Q86V81
P04150,Q14573
Q96EB6,Q13936
P10721,Q8N5H7
Q9NZI8,Q01196
P35228,O00487
P02533,O43482
O43795,Q8WUZ0
Q86VS8,P43361
Q567U6,Q86VX2
P17612,P11309
P82663,Q04837
Q00534,Q96EB6
P31749,Q96D03
Q6FI81,P49189
Q7Z3C6,Q3LI66
Q96RK0,Q07864
O15479,Q5T3I0
Q99633,Q8NCX0
Q9BYU1,P61970
Q96D71,P11233
Q71RC2,P83876
Q13243,Q2TAY7
P04629,Q13283
Q9Y383,P54257
P00533,O75964
P04233,P42345
Q7Z6G8,P23508
P49336,P33316
Q96HY6,P51648
P46100,O00567
P16885,P10809
Q96C01,Q9C005
Q9NTN9,Q9H3N1
P32121,Q9NPJ6
P36578,A2RRD8
O60885,P30876
Q92973,Q13461
Q13547,Q9GZS1
P82650,Q5JTZ9
Q96CS3,P61088
P16152,Q14999
Q8IY67,P04798
Q96S06,P30926
O15399,Q15700
P26641,Q13263
P62829,P13569
O94874,Q7KZF4
Q00341,Q92990
P09651,Q7RTV0
P19320,Q53FZ2
P04637,Q96RT7
O15205,Q7KZF4
P38117,P46199
P62877,P43243
Q9ULW3,Q9Y3D3
O94992,O95782
Q15013,P17050
Q86YD7,O95229
Q9NSC2,Q8NA77
Q5TA81,P60329
P84098,P62906
Q9UHD9,Q8ND56
P61619,Q8IY95
P46940,O15357
P51148,Q5KU26
Q96FJ0,O75146
O43541,P61626
P62745,Q13427
O15530,Q92569
Q86WT6,Q9C037
P11279,Q8IUR0
Q8WXG1,P02654
P62847,O43818
P07910,Q00839
O94874,Q07021
Q14257,P08559
P13569,Q9BSD7
P18124,Q99986
P32246,Q08722
Q8IWL3,P23378
Q96A61,Q9Y283
P23759,Q9ULL5
Q92618,O94818
P29353,P11274
Q8IXB1,Q8NBJ5
P04629,P48444
P40429,Q14498
P50591,Q9BTD8
O43752,Q7Z3T8
O15530,O00329
P59768,Q8NHP6
Q86UK7,Q8TF46
Q9Y250,P25791
O43318,P45985
P07949,Q07889
Q8N441,Q9UBU9
P06702,Q02880
Q14240,Q9H7E2
O60264,Q9NVP1
P04908,O00257
O15197,Q9GZT8
Q13546,P26447
P48723,P11844
P60410,Q96BZ8
P24863,Q9P086
Q9NW13,Q8IX18
Q8IWL3,Q2NKX8
P27708,P42166
Q01518,O43639
P08134,Q9ULF5
Q13263,O75155
Q5S007,Q8WVM8
Q9UBX3,Q5BKZ1
P03372,Q9BVP2
Q5H9R7,O00221
O15393,Q9BSE2
Q4G0J3,Q7Z417
Q13393,Q6ZW76
Q3KNW5,Q99726
Q6UX01,O43617
Q9Y6K9,O00571
Q9BU76,O95235
Q92794,Q86U42
Q9NPZ5,Q86XX4
Q13263,P55209
P49841,Q9UPE1
Q9H1R3,Q99733
Q13557,Q8TAP6
P54725,P45974
Q13387,Q9BWF3
P40429,Q9UNX3
P06703,B3EWG3
P63220,P62249
Q15942,Q8WWI1
Q13489,P14678
O14786,O75976
Q0ZGT2,Q6PJ61
P13010,Q9H4L7
Q8TBB1,Q8N9N8
Q01995,Q9UIV1
P52565,Q96PU5
Q7L0Q8,Q86T82
P62993,P40763
Q13620,P50895
Q9H1C4,O95249
P63165,Q5VWQ0
O60504,Q9UM47
Q14160,P46937
P15153,Q14185
Q07912,Q8WXH5
P63000,Q96CW1
P26951,O43314
P17931,P35270
P56556,Q96I36
Q14315,P62987
Q10713,Q9NSE4
P28335,Q16720
Q9Y2Q9,P82914
Q99496,P82650
P43115,Q96S97
P20226,P26373
O95292,Q9HCK1
Q9H2U1,Q6ZN55
Q96SB4,Q7L4I2
P07900,Q9NYS7
Q9NR12,O14492
Q10713,Q7L8L6
Q69YN4,Q9UIQ6
Q9NVV0,Q9HAT1
P37235,P60370
Q86YD1,P02792
Q96KQ4,Q8NHY3
Q86TU7,Q9BXU3
Q12933,Q07955
Q8NFZ5,Q12907
Q9Y2U5,P45985
Q07020,P23588
P41180,O75899
Q9NQB0,Q8N2M8
O95967,Q6ZT89
P02655,Q9UMS0
P23528,Q14684
Q69YN4,O43852
P46781,P62249
Q03252,Q99442
Q9UNK0,Q9BYC5
Q9H7H0,Q8NBT2
O15530,Q96BR1
Q9Y297,O60307
P68431,Q99873
O60313,Q15818
O94933,O95260
Q07666,O43586
Q9NYY3,Q9UBR2
P16403,Q8N6M6
Q9BV73,Q5VT06
P07339,P01266
Q4VCS5,Q9UPS8
Q9H936,Q13263
Q5VTR2,Q92905
P51957,P12111
P25205,Q9BXL5
P61964,O75521
P35226,Q2PPJ7
P02786,O15126
Q96Q05,P16278
Q9NVD7,P53992
P42224,P29597
Q8IVW4,P09211
Q15323,Q8IYE0
Q9P015,Q16540
P10147,O60911
O15084,O75170
Q96I24,P07478
Q8WWN8,Q6UY01
P53804,Q9BY84
Q9NX00,P40200
Q9GZS1,P53803
Q00577,Q8IXZ2
Q9NX20,Q9HD33
Q9UBK9,Q8IZS5
Q9H4M7,Q9Y2D4
P35222,Q86UU0
P43897,P30038
P54709,P78317
Q7L2J0,P83731
P68431,Q92784
P05362,Q9UQ10
Q9HC98,Q5JVF3
P41002,Q92598
Q9H1D0,P05937
P26196,Q86XP3
P26196,P41219
P52597,Q00005
Q9UBX2,Q32P51
P06748,Q14451
O75712,P21964
Q9BZF1,Q96F46
Q03060,Q9BQY4
P78371,O43827
O60830,Q9BYV6
Q969H0,Q9Y2W1
Q96GQ7,Q8IX18
Q96RF0,B2RXF5
Q13683,P12814
O60684,Q8N6T7
Q96S59,Q16825
P31946,Q676U5
P27695,Q9BZG8
Q13617,Q53RT3
O14735,Q8TCG2
Q13243,Q96BT3
Q8TED1,Q9HAW7
O00560,O76083
P42704,P49590
Q9NZI8,Q9NVX0
P60763,Q6T4R5
P49760,Q8IYD1
Q9GZY8,O75425
Q13227,O75145
P10412,Q9HC52
Q9Y613,P09466
P05067,P55073
Q9UPX8,Q9H0F6
O94972,Q8N9Z0
P01106,Q8IY17
P09467,P00747
Q13162,Q8NBS9
P11142,O00512
Q96RK0,Q9UHF7
O15400,Q9H902
Q9NS23,Q8WWW0
Q96AX1,Q9P2Y5
O94761,P15531
O95747,P06702
Q96RU2,Q14674
Q8N9P6,Q9UKM9
Q99459,P20042
Q9Y239,Q14790
Q1A5X7,O43293
Q15323,Q16352
Q4G0J3,P06576
Q99943,P00734
Q6PF18,O43741
Q49A88,Q8N4C6
O60885,P49459
P04035,Q8WWF5
Q96FW1,P63313
P16104,P06899
Q15038,Q9Y2X8
P62701,P62854
P48735,P23434
O95159,O43795
P07339,P23381
P61313,O75569
Q99836,Q9HAT8
Q9H3P7,Q8WUA7
P17081,Q8NE01
Q9Y580,Q9NPD3
P36873,Q9Y448
Q92731,Q9BWT7
Q13085,Q8WWK9
P68032,Q96AX9
P57075,Q92764
Q5VV52,Q5SVZ6
Q14258,P20042
Q99607,Q8NHM5
Q16576,Q9UGU0
Q92844,Q6UVJ0
Q969T3,Q8NCE0
Q9Y282,Q8N661
P11441,Q9BV68
Q9Y4J8,Q9NSN8
P35580,Q9NWS8
O95994,P11413
Q9BXM7,P40926
Q6NT76,Q9Y3M9
Q969H0,Q9ULK4
P09874,Q8N2W9
O60610,Q96S94
P47897,Q15691
Q8TAF3,Q13428
P12694,P12643
Q8TAP4,O95498
P61011,Q9P2W7
Q66GS9,Q4KMZ1
Q9UGN5,Q8N9I9
P20226,Q14919
P17948,P49763
Q9HBH0,Q96Q45
P49116,P23246
Q99496,Q9HC52
P15153,Q9Y2X7
P62875,Q9H9Y6
P11940,O95863
Q9NQC7,O43242
P09467,P18124
P08034,Q969L2
Q71U36,Q15375
P14618,Q9BVS4
Q53TN4,Q96BZ8
Q9NR77,Q9NY91
P62899,P61011
Q9BX68,P28325
O14556,O75290
P30876,Q9NWS0
P62330,P48029
Q7Z6E9,P00738
P00533,Q96T76
Q5VYK3,Q9BZQ6
P62304,O75643
P49711,Q9UJV8
Q07021,Q15050
Q9P2J5,O75323
P11387,P46013
Q96S59,P32119
P01730,Q13094
O94992,P13646
Q969G3,Q9UHA2
Q9HB71,P25815
Q13263,Q9Y676
Q96GM5,P23759
O75841,Q6UXK2
O95257,Q8N7W2
P61956,Q9Y6D9
Q7L5Y9,A5PL33
P40939,O96028
P48431,P31323
P04629,Q96P70
Q9NQW6,P13995
Q9Y399,Q9UL63
P54257,Q9Y6M9
P20337,Q9UM00
P55345,Q96JM7
Q9UQ35,O60825
Q01082,O15372
Q9Y2H6,Q86X19
Q99731,P14416
P42857,Q9Y320
O14757,Q14201
P10275,O75643
Q8TAD8,Q9ULR5
Q9Y240,Q9NRR4
Q9BQA1,O43670
P13569,Q9C075
O95831,Q6NUK1
P49368,O75147
P01037,Q8IW19
Q13571,Q8IYW5
Q9Y666,Q9BZJ8
Q9BQA1,P51991
Q06710,Q9ULL5
Q9BZE0,P10398
Q12888,P48378
O14936,O14910
P28838,Q53H82
Q12931,P08559
Q9H0M0,Q92997
O15498,P56589
P61962,Q3SYB3
Q9NR09,Q9BQK8
P63104,P53667
Q13619,Q9C0C7
Q6NYC1,Q8IWX8
O95218,Q9NYB0
Q7RTS1,Q96AB3
Q08188,P30838
P21359,Q9Y3M2
P35579,Q12986
O60566,P31350
Q15181,O95571
Q8WUK0,P14927
P28335,O15355
P17252,P37288
P04233,P46821
Q6UWP7,Q96DZ9
O00483,Q9Y2C2
Q5JTH9,O15213
Q96G97,P78334
Q92934,Q9Y5J7
Q96C36,O94761
Q13489,P05109
P20936,P21709
P13284,Q96PH6
P45984,P30305
Q8IXM2,Q8WUU4
Q9Y2L1,O14508
P08559,Q9BQ52
P56180,Q8IXI1
Q8WUM4,P10768
P27694,P24928
Q5T200,Q9Y294
Q8IXI1,Q9H0E9
P07737,Q9H0E2
Q96FJ2,P31943
P55081,Q13185
Q7L273,Q8IWZ5
O14980,P48431
Q9BZK7,Q9Y3X0
Q99459,Q16181
Q9BQ66,Q9BTY2
Q8IY34,Q9NQ29
Q92824,Q96EG3
P51151,Q9NUM4
Q6UB35,P49116
P03886,Q9NX14
P17081,O60499
O75626,Q9UKL0
Q9H1C4,Q96QK1
Q30KQ4,Q8IZP7
P52569,Q6NUJ2
Q96BA8,Q96AA3
Q9Y2H6,P29558
Q6ZMZ3,Q9BWS9
Q9UL15,P00748
P10147,Q9Y5B8
Q9HBD1,Q96Q05
Q5T3I0,Q8NDF8
P61077,Q9H0M0
O00148,Q9Y3L5
Q9H8H2,Q7Z7K2
O43795,Q9NR56
O14981,P53602
Q09472,P55084
P01112,Q8WTV0
Q9C0B5,P32929
P62269,Q92901
Q9HAV7,Q6Y2X3
Q658Y4,P36507
P09661,Q8TAD8
P41743,P06213
Q96A08,P55209
Q6UY14,Q96PN8
P62851,Q13137
P24539,P28331
Q9H4M7,Q9H9E3
Q9H9B1,P49788
P09497,P35348
Q92731,Q9HBM6
P78310,P98174
Q9NQW6,Q9H6R4
Q9BWG6,Q8N0S2
O75027,Q12918
P48431,Q6GQQ9
Q14192,Q92754
Q92914,P51991
P62701,P67809
O60884,Q3KP44
Q5XPI4,Q8NDB2
Q6NUS6,Q8NBS9
Q9BZL6,Q6P9F5
Q14527,Q13951
P38919,Q9UMY4
P84095,P82675
P26715,Q8N3Y3
P19021,Q9BXJ2
Q969E3,Q13324
Q96QD9,P0C5Z0
P46013,Q96MW7
Q8IWU5,Q5SWA1
P78346,Q9BQ04
Q12933,Q15025
P62745,Q4KMP7
Q9Y5Y6,Q8NCL4
Q9GZU7,Q9Y4G2
Q9ULV4,P40926
O00212,Q8NE86
O60381,Q02880
Q9UBK5,P23560
Q93009,Q12816
P22087,Q2NL82
Q701N4,Q5TA76
Q9Y3F4,P30039
Q9NRC8,P84101
Q9Y6D0,Q9H6H4
Q9UKJ5,O96015
P51572,P20340
O15499,Q8N1M1
Q13503,Q8ND76
O75396,Q9Y676
Q8IW35,Q96AX1
P11441,Q9BUZ4
Q9UBL6,P67870
P41162,Q96JK4
P62906,P78563
Q13595,Q8WXF0
P61964,Q7Z434
P05387,Q9NPG2
P62195,Q9P0J7
O43772,Q96RY5
Q92769,Q9Y6D9
P43405,O15455
Q7L2J0,Q92841
P14138,P29122
O94992,Q8WXF1
P62258,Q15365
P27694,Q00839
Q9Y5Q9,Q03181
O00743,Q14204
P60520,Q12931
Q15034,Q9BXI2
Q13131,Q96HC4
P40337,Q9Y575
Q9HCH3,Q99747
O15371,Q8N5V2
O15164,Q9Y448
Q86UP2,O95714
O60610,Q93079
O95573,Q96RD7
Q13573,P62807
P07437,P57078
O00139,P15586
P56134,P20794
P27824,O94905
P60410,Q9NP91
P42345,Q6UY01
P67775,P36404
Q9NX40,A6NM10
O00746,P83111
O15218,Q9HDC5
Q9HBD1,O95429
P63167,Q8TDM6
Q5XPI4,Q8IYM0
Q99750,Q05952
P51668,Q99436
P63104,Q15208
O14980,Q9BPW8
Q969Q0,Q9Y2M0
Q9Y2G8,Q9Y6I9
P46940,O94761
Q96BA8,Q8WY98
Q15599,P60484
Q9H0W5,O94761
Q15029,Q01433
O94822,O43825
Q9BX68,Q96RR1
P51572,Q96AG4
Q92569,Q8N448
Q13618,P22830
P40939,P27487
Q9UKL0,O43482
O75164,Q13112
Q6ZT21,P58418
O00308,Q96G27
Q14108,O75934
P10586,O75145
Q01726,P08651
Q9H9V9,Q9H2J4
P23396,P83731
P07195,Q96KP4
P61956,P26440
Q93062,Q9Y2Y4
Q99750,P30049
Q96BY7,Q5SZD1
O95563,Q9Y6L6
Q99623,P45880
Q07021,Q9NQH7
O75940,P62753
Q9H8V3,P52272
Q99567,P09496
P14866,Q9UI10
Q9UKF2,O75197
P42858,P36956
P04150,Q9Y250
O15218,Q9H900
P01112,Q658P3
P08195,Q6WKZ4
O43592,O15155
Q12884,Q9NZV6
Q96NL6,Q9HC38
Q13616,Q8N668
O14880,O14949
Q69YN2,Q86SE5
Q86XK7,O60518
Q9H5K3,P55060
Q9HC84,Q6B0K9
O15294,Q8IV48
P42858,P55345
Q9ULT8,Q9BY77
Q9H4M7,P04792
Q16666,Q14444
P13612,P62917
Q9UMR3,Q9NRF8
Q86TM6,Q96A49
P62736,O75054
P61019,Q9HCM3
P10809,Q96A35
P32241,Q53R41
Q7Z5G4,Q92979
Q15637,Q15436
P24539,P18859
P49736,P14868
Q14565,O15457
O95819,P13489
P08581,P78314
Q9HCE5,P04844
Q6MZM0,Q92871
P25685,Q9H7E2
Q9Y2S7,Q9UHR6
Q8TB36,O43196
O95619,Q8N8U2
Q9H244,Q8NDZ6
P54132,Q8N2Z9
P63000,Q12959
Q8N201,Q5TA45
Q69YN4,P21580
Q8TBP5,Q69YG0
Q13322,O95363
P52566,P31930
P17844,Q15788
Q9Y3S2,P51608
Q99618,Q9BUN8
Q9NX58,P0CB38
Q9NZQ7,Q13510
O43765,Q96SL4
Q9NZN8,P36894
Q9UKV8,O14983
Q7L2H7,P47974
P13473,O15127
Q96ES7,P62805
Q8WXA8,Q68CQ7
Q969J2,P17040
O15205,P25789
Q9P015,Q96FI4
P49821,O95182
Q9NQW6,Q13547
Q8N5M4,Q8ND90
Q9Y275,P52701
Q01085,Q9Y5V3
O60885,P05412
Q12846,P61266
P15056,P19338
P41271,Q8NF64
P49792,Q9Y5P2
O14556,Q9H410
Q13627,O60313
Q9NQW6,Q9NUL7
Q9NQW6,Q5M775
P30050,O95376
P62805,O43491
P84243,Q9UQL6
Q86SX6,Q99807
P37108,P22492
Q14974,Q9C0B0
P0CG47,P0C0S8
P02768,P32246
Q8WV24,P60410
O00182,P49755
O60925,Q13409
Q13155,O15212
Q15058,Q14651
Q9Y320,Q9HCP6
P60891,Q8N5S9
Q3LI66,Q9NQL9
O95292,Q6WCQ1
Q14839,Q8N3X6
P49736,P62979
Q8NEZ2,O75151
Q92993,Q9BZS1
Q9NQC7,P42025
O15235,Q9BUJ2
O95166,Q14145
Q15022,Q13310
P01903,Q8N2K0
P55061,O75908
Q8N3V7,O75128
Q9H4M7,Q9H900
Q96RL7,Q9NX40
P52798,Q6NXR4
O95835,Q96SN8
Q7Z7A4,Q8N8A2
Q5JX71,Q8IY49
P24863,P40937
Q92499,Q9Y4X5
P01730,P11912
O95273,Q9BZE7
Q9BWL3,Q9NQ34
Q6UXG8,Q9UPT5
Q93008,O95999
Q8IZ73,A0PJX4
Q9P287,P12955
Q9UJM3,O14965
O43390,Q14512
Q9Y2I6,Q9BY89
Q8N680,Q8WWQ0
P04637,P18283
Q6UB35,O75390
Q14839,Q01081
O14776,Q76FK4
Q9Y3R0,O43189
Q96QF0,O95716
P04637,P78368
Q9UJT1,Q9UJT0
Q09028,Q9BY14
Q52M75,P11940
Q6UB35,Q96EH3
Q08379,P20337
Q53S33,Q9Y3E2
Q13948,Q6P5W5
Q96BA8,Q9NUH8
O00148,Q8N1Q1
Q6P1S2,Q6ZSA7
Q969F0,Q9H7V2
Q96DZ1,Q6AZY7
Q53EP0,Q9UPQ4
Q8N4Q1,Q6ZN16
P47756,Q9NYL9
Q969S3,O15514
Q03989,P53672
Q9H4M7,P23258
P46734,Q8N6T7
P35579,Q96K19
P34932,O75376
P61586,Q8TEX9
Q8WYJ6,O43236
Q02083,Q9BWM7
Q9HCE3,P41229
Q15907,P00505
O14503,P27482
Q12931,O14950
P04792,Q8N5U6
P52272,P43360
P10415,Q9HD36
P31689,Q93074
P80192,P37235
Q8TEM1,O43852
P53794,P41587
P25788,P52597
O95235,Q8N4C8
Q16778,Q9P287
Q15293,Q12805
P04843,Q9H490
Q15365,P34949
P62316,P62308
Q12933,P07437
P68366,Q14952
Q9NP92,O75570
P68400,Q9Y2W1
P10826,Q9UKP3
Q9NS91,Q9NYV4
Q8TAF3,Q14152
Q99909,Q7RTT5
P56589,Q86UB9
Q96DX4,O95299
P60410,Q5TA81
Q9HCN8,O60513
Q9Y2Y0,Q13368
O15055,O15516
P49841,P49715
O75581,Q9H2R5
P04792,Q9BZJ0
P63165,P53004
Q14839,Q9Y2K2
O95235,Q9P0U1
P49768,Q9Y5M8
P0CG47,Q9BQE5
Q96EY1,Q9H4B7
Q8IXK2,O43683
Q9Y4W6,Q9UI95
Q96S94,Q13247
Q9UGK3,Q99836
P19784,Q9H944
P03372,Q9H0A0
P62805,Q9H2P0
P34981,P34995
P40926,P49821
Q00610,P11274
Q8NFZ4,Q8N0Z6
P41597,O00626
P42858,Q9UQC2
Q8N3V7,Q9Y6M4
Q99808,P51684
Q96CS3,P62491
Q99706,O43657
Q9H015,P07093
Q15077,O00743
Q13043,O15066
Q9NRD5,Q86Y79
Q13042,Q9NXB0
Q13526,P61978
P38432,Q96JM7
P36897,Q9Y3C5
Q05397,O43281
Q13127,P46777
Q4KMQ2,Q99679
Q9UNS2,P78395
P62829,P40429
P00749,P05121
Q96FJ2,Q6PGQ7
Q92900,Q9NRA8
Q03113,Q14344
P08134,P78504
Q9BV40,P54920
Q9H8V3,P52746
P20333,O43175
Q6L8G9,Q5TA78
O60248,Q04837
P84098,P25098
P29350,O43707
Q14690,P23396
Q12830,O14929
P55085,Q13445
P06748,Q9UL18
P33240,P27816
Q9BYD6,Q9P0M9
Q12906,Q5U5Q3
O75030,P19484
Q86YC2,Q4ZG55
P49450,Q9UGU5
Q8WXA9,Q07955
P08727,Q13561
Q6RW13,Q8TBB6
P01106,Q96HR3
O95219,Q8IV38
P63000,P01116
Q96CS3,P07947
O43390,Q16540
Q9Y6E0,Q9NRL3
Q13137,Q58FF6
Q9H1C7,Q16820
Q9P1A2,Q9H5Z1
O43663,Q9NW13
P78385,P0CJ78
Q14161,Q93099
P60763,O15427
P07900,Q7L622
P14136,P46937
Q9UBU9,Q14980
Q7Z4Q2,Q8WVE6
Q7L2R6,Q9BVN2
Q8IVT5,O00410
P43353,Q9BQE5
Q15125,P41587
Q9NQ86,O15021
Q13616,P31942
Q8IX90,Q6P9B9
P48552,P37231
P49427,O75915
Q09028,Q9UBN6
Q99575,O75147
P16403,Q71DI3
P30566,O60664
O60353,P35499
P68133,P22681
Q06124,P35916
Q9Y4C1,P56211
P08195,Q9Y2Q3
Q15185,Q92990
Q9Y618,Q9BT40
Q9UKX7,P05455
P50402,Q9H1E5
Q96F44,Q14549
Q16531,Q9Y5Q3
P21589,P36404
Q969X2,Q53RT3
Q9UPY8,P28838
P41597,Q9Y258
P01116,Q9UNP9
P30622,Q32P51
P05067,O95164
P00441,P38606
Q15052,Q676U5
O15287,Q9P104
Q96L21,Q9UQ80
P48431,Q70CQ2
Q9UK80,O94967
P49792,P30533
Q99081,Q9NWT6
P50570,Q96AX1
O75386,O95801
Q8N6T7,Q02809
Q92731,P98173
P68104,P08473
Q04864,Q15915
P02792,Q9NR48
P08651,O15014
P15880,P60033
A0JLT2,P61218
Q9UK80,Q00536
A0FGR8,Q6IAA8
Q04206,Q9UBN7
P55771,Q86XN7
P26599,Q9Y3U8
P62258,Q9Y2J2
P02649,Q9H8J5
P30519,Q9HBW0
P04792,Q9Y508
P32241,Q9H061
P12830,Q9BW04
Q8NFZ5,Q9P0L2
Q9UBC2,Q12955
P19438,Q07666
P55735,Q5T7N2
Q15717,P07910
Q3B820,Q8TD10
P00533,P15104
Q12906,P32121
Q9UKG1,Q13191
P19784,Q99698
Q8IY95,Q7Z4Q2
P03372,O75821
P67870,Q676U5
Q15262,P54289
Q96QE5,P05090
P61981,Q8IYB3
P21709,Q6ZS27
P09622,Q96I99
P62899,Q9NZV1
P55212,A2RUH7
Q05655,Q9NWD9
Q9UPN9,P23497
P48741,Q15007
Q9NZE8,P62241
Q96CV9,Q96AE4
P31689,Q92834
P18077,P46782
P38919,P37108
Q9NR31,O60739
O15294,Q8N9N2
Q15424,Q13641
P62879,Q2Y0W8
